Periodo,Area,Subarea,Antiguedad,eNPS_Score,Motivation_Score,Manager_NPS,Liderazgo_Texto,Mejoras_Texto,Mejoras_Categoria,Valoras_Texto,Valoras_Categoria,Salario_Satisfecho,Lider_Claro_Objetivos,Lider_Comunica_Prioridades,Lider_Da_Feedback,Lider_Incentiva_Colaboracion,Lider_Da_Herramientas,Lider_Referente_Cultura
Q1 2026,UX,Retención,2 años a 3 años,10,10,10,"Tengo un lider que me ayuda a crecer, me guía y me enseña a hacer todos los días mejor las cosas. ",Podemos trabajar en documentar procesos que no están alineados para que todas las áreas de la compañía tengamos la misma información. ,Procesos y Herramientas,La exigencia que nos hace retarnos y llevarnos al siguiente nivel. ,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,UX,Concierge,4 meses a 6 meses,10,10,10,"Mi lider JuanCa siempre esta presente, para lo que se le necesite, nunca falla.","Siendo cada vez más humanos, haciendo lo que hacemos, siendo una familia.",Sin comentarios,La calidad de vida que me ha brindado esta compañia.,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,UX,CX,4 meses a 6 meses,9,9,10,"Kathe es una persona que me impulsa a ser disciplinada, a querer aprender todos los días sobre algo nuevo y no quedarme en la monotonía. El aporte de ella en el equipo es indudablemente fundamental, nos permite ver que los problemas se pueden resolver más fácil de lo que creemos con pensamiento crítico e inteligente.","Al inicio, indiqué que había una oportunidad de mejora en los métodos de capacitación, sin embargo, hoy en día es un proceso que se ha fortalecido y es evidente que las personas podemos tener un acompañamiento incluso sin ser nuevos ingresos, gracias a las formaciones que se están llevando a cabo.",Plan de Carrera y Capacitación,"Bia me ha permitido conocer y ver habilidades nuevas en mi, me ha retado a afrontar los problemas con valentía y convicción, a enamorarme de ellos y no quedarme viéndolos como un obstáculo, sino como una oportunidad para realizar un aporte esencial a los objetivos de la compañía. Valoro las oportunidades que me han dado en estos 5 meses y medio de presencia en Bia, no me esperaba encontrarme con un equipo de trabajo tan genial, en el que se sintiera la sinergia y apoyo grupal, con mentores respetuosos, que me aportan día a día en mi crecimiento y construcción personal y profesional.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,UX,CX,2 años a 3 años,9,10,10,"Mi calificación se debe que es un líder que me reta constantemente a elevar mi nivel estratégico, impulsándome a analizar cada situación con una visión de CEO. Su pasión por la excelencia es contagiosa y me motiva a buscar la mejor versión de mi desempeño profesional cada día","La contratación de un perfil mas afín al rol de ejecutivo de servicio es sin duda uno de los retos no solo de peoples sino de CX, ya que la alta rotación genera salidas voluntarias por frustración e incapacidad con el rol o que nos toque tomar la decisión. Se debe analizar el tipo de perfiles que no permanecen en el rol y buscar algo diferente.",Sin comentarios,"Lo que mas valoro es la posibilidad de crear y construir desde mi rol, generando impacto para toda la compañía",Impacto y Propósito,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Finanzas,Tesorería y Facturación,0 a 3 meses,10,10,10,recomiendo a mi lider.,ofreciendo beneficios no salariales,Beneficios y Salario,el eprendizaje,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Finanzas,Tesorería y Facturación,6 meses a 1 año,9,8,9,"Es un referente sólido en varios aspectos de gestión y motivación. Considero que, al seguir fortaleciendo algunas prácticas de desarrollo y acompañamiento del equipo, podría alcanzar una calificación aún más alta.",Considero que siempre hay aspectos por mejorar ,General / Otros,"Lo que más valoro es el equipo de trabajo y la posibilidad de colaborar en un entorno dinámico, donde se presentan desafíos que impulsan el aprendizaje continuo",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Finanzas,Tesorería y Facturación,2 años a 3 años,10,9,8,"Es una persona que esta acoplándose y dando todo lo posible para alinearse a los requerimientos de las áreas que tiene asignada  esta en esa senda, de mi parte siempre e recibido su apoyo","De momento no tengo comentarios de mejora, la compañía se esfuerza en ser clara con las disposiciones. ",Sin comentarios,La buena energia ,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Parcialmente.,Si.
Q1 2026,Growth,Brand,2 años a 3 años,8,8,10,"Juancho, es una persona que siempre le busca la solución a algo, en nuestros 1.1 siempre piensa en como podemos medir mejor el área de diseño en general, realmente su liderazgo me ha motivado mucho, porque siento que confia en mi y en lo que estoy haciendo.",Planes de carrera mucho más especificos ,Plan de Carrera y Capacitación,"La posibilidad de hacer cada vez un proyecto mucho mejor, que siempre se confia en la experiencia y en lo que uno vino a traer a la compañía adicional a esto siempre existen nuevos retos, lo que hace que no se vuelva monotono trabajar aquí sino al contrario siempre tenemos algo nuevo que solucionar",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,UX,Concierge,2 años a 3 años,10,10,9,Es una compañía segura y con grandes propósitos.,"De momento está todo claro, pero se podría aumentar implementando más dinámicas de integración y conocimiento interno del equipo. ",Bienestar y Balance,La innovación y el conocimiento adquirido.,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Finanzas,Compras y Admin,1 año a 2 años,7,8,10,Manuel es un lider que escucha la ideas y permite que se hagan realidad desde la autonomia.,Los manuales de procesos  es clave ya que la alta rotación de personal hace que los nuevos ingresos lleguen con poca claridad de actividades que deben hacer.,Procesos y Herramientas,El impacto social que genera y el estar al día en tecnología nos hace ir a la velocidad de la luz,Impacto y Propósito,No.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Energy,,Más de 3 años,8,8,9,"Considero que mi líder es un referente sólido en términos de gestión, motivación y desarrollo del equipo. Destaco especialmente la claridad en la dirección, la confianza que transmite y el espacio que brinda para trabajar con autonomía. Creo que puede trabajar en temas de organización y prioridades para mejorar el trabajo del equipo",Mejorar la confianza en el trabajo de los colaboradores ,Cultura y Liderazgo,Los retos constantes y el fomentar la capacidad de adaptación de nuevos rumbos y estrategias.,Crecimiento y Aprendizaje,Si.,Si.,Parcialmente.,Si.,Si.,Si.,Si.
Q1 2026,Finanzas,FP&A,0 a 3 meses,9,9,10,"Natalia Carvajal, mi líder, es una excelente persona. Desde el día 1, aún teniendo miles de compromisos y tareas, ha sacado el espacio para capacitarme, enseñarme y guiarme, lo cual valoro demasiado en un líder. Adicionalmente, conoce muy bien del negocio de Energia y de FP&A. También, aun sin haber cumplido un mes en la compañía, ha sacado un espacio para darme feedback y valorar mi contribución con mi trabajo.",Dos días presencial y tres de home office. También la inclusión de beneficios adicionales al salario corriente.,Beneficios y Salario,Mi jefe y la cultura laboral que permite fijarse altas metas y objetivos pero disfrutando del proceso ,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Finanzas,Tesorería y Facturación,0 a 3 meses,5,8,5,"Estoy adaptándome a la forma de trabajo de mi líder, igual por la coyuntura que sufrió el equipo hemos tenido que atravesar bastantes retos lo que nos ha llevado a actuar de diferentes maneras, pero reitero que tengo la disposición y actitud de llegar a un punto de equilibrio con mi equipo. ","Como clientes lo recomendaría sin lugar a duda, como empleador recomendé a varias personas para diferentes cargos, pero nunca los llamaron ni los tuvieron en cuenta para los procesos, incluso para mi equipo que era importante tener a una persona de confianza. La experiencia mejoraría si tuviéramos más beneficios para nosotros y nuestras familias. ",Beneficios y Salario,"Todo lo que se aprende día a día, es una industria nueva para mi y es lo que más me gusta aprender de un tema tan importante e interesante como la energía. ",Crecimiento y Aprendizaje,Si.,Parcialmente.,Parcialmente.,Parcialmente.,Parcialmente.,Parcialmente.,Parcialmente.
Q1 2026,UX,Service,0 a 3 meses,10,9,10,"Considero que es un referente muy positivo en términos de gestión, ya que mantiene una comunicación clara, brinda acompañamiento constante y fomenta un ambiente de trabajo colaborativo. Además, impulsa el desarrollo del equipo y motiva a buscar mejoras constantes en los procesos.","Considero que hay varias oportunidades para mejorar la experiencia del colaborador en Bia, especialmente enfocadas en eficiencia y comunicación interna:
Mejorar la articulación entre áreas, reduciendo los tiempos de respuesta y facilitando el acceso a la información, lo que impacta directamente la carga operativa y el estrés del equipo
Optimizar herramientas y procesos, evitando tareas manuales repetitivas y permitiendo que el equipo se enfoque en actividades de mayor valor
Mayor visibilidad de la información, idealmente centralizada, para evitar depender de múltiples fuentes o validaciones constantes
Espacios de retroalimentación continua, donde se escuchen las necesidades del equipo y se prioricen mejoras operativas reales

Creo que al hacer más ágiles los procesos internos, no solo mejora la experiencia del colaborador, sino también la del cliente.",Sin comentarios,"Lo que más valoro de trabajar en Bia es la dinámica del equipo y las oportunidades de aprendizaje constante. Es un entorno donde se presentan retos que permiten desarrollar habilidades, proponer mejoras y tener un impacto real en la experiencia del cliente.

También destaco la posibilidad de trabajar de manera colaborativa con diferentes áreas, lo que enriquece la visión del negocio y permite crecer tanto a nivel profesional como personal.",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,UX,Retención,2 años a 3 años,10,10,10,"Cada que tengo la oportunidad lo puedo reconocer, tengo una admiración profunda por mi lider, por la capacidad de análisis que tiene, la empatía, la forma de solucionar los problemas y la forma tan asertiva de liderar. ","Con espacios más cercanos, creando beneficios (tiempo libre, convenios) ",Beneficios y Salario,"La gente, el trabajo duro que te hace salir de la zona de confort 
",Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Finanzas,Tesorería y Facturación,2 años a 3 años,10,10,9,"Considero que mi líder es un gran motor para el equipo; su gestión y capacidad de motivación son evidentes en los resultados, aunque el desempeño es excelente, comparto la visión de que siempre hay espacio para evolucionar y encontrar nuevas formas de optimizar el desarrollo del equipo","sería ideal robustecer el paquete de beneficios con incentivos que equilibren la alta exigencia del entorno que nos permitiría recargar energías para seguir afrontando los retos con la misma intensidad. Como equipo estamos comprometidos con dar el 100%, y contar con beneficios competitivos que recompensen ese esfuerzo extraordinario no solo nos motivaría más, sino que fortalecería nuestro sentido de pertenencia en este maravilloso equipo",Beneficios y Salario,"Bia  es el lugar ideal para quienes buscan desafíos de verdad. Es una empresa que te exige demostrar de qué estás hecho y te pone a prueba constantemente. Si alguien tiene hambre de crecimiento y quiere salir de su zona de confort para evolucionar, Bia es, sin duda, el espacio indicado para lograrlo",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Finanzas,Tesorería y Facturación,6 meses a 1 año,10,9,9,"Es un referente por su enfoque en resultados y exigencia, lo que eleva el nivel del equipo. Hay oportunidad de seguir fortaleciendo la alineación y el acompañamiento para potenciar aún más el desarrollo y la ejecución.","Considero que hay una oportunidad en seguir fortaleciendo la claridad y apropiación de los procesos entre las diferentes áreas, de manera que cada equipo asuma sus responsabilidades de forma oportuna y consistente. Esto permitiría una operación más fluida, mayor eficiencia en la ejecución y una mejor experiencia para todos los colaboradores.",Sin comentarios,"El crecimiento que he tenido, el haberme sacado de mi zona de confort y ampliado mi visión hacia pensar en grande y buscar la excelencia en el día a día. Pero, sobre todo, el haber fortalecido la confianza en mis capacidades y levantarme cada día con motivación y amor por lo que hago.",Crecimiento y Aprendizaje,Parcialmente.,Parcialmente.,Parcialmente.,Si.,Parcialmente.,Parcialmente.,Si.
Q1 2026,Energy,,1 año a 2 años,10,10,10,"Le doy un 10 porque logra un muy buen balance entre dar autonomía y mantener alineación. Permite que cada uno tenga espacio para proponer y ejecutar, pero siempre asegurando que todo esté conectado con los objetivos del equipo y de la compañía.

También valoro que tiene una visión clara de hacia dónde vamos y logra transmitir ese contexto de forma que el trabajo diario tenga más sentido. Eso hace que sea más fácil priorizar y tomar decisiones con criterio.

Además, genera un ambiente de trabajo en el que se siente orden, foco y buena dinámica, lo que hace que el equipo funcione de manera fluida y se puedan lograr resultados de forma consistente.
","Creo que podríamos seguir fortaleciendo la visibilidad, coordinación y alineación entre equipos, especialmente pensando en los nuevos ingresos, para que tengan un contexto más claro de cómo se conectan las iniciativas y puedan integrarse más rápido.

Aun así, el esfuerzo que ha hecho la compañía con las capacitaciones y espacios de aprendizaje que ha implementado es muy positivo y aporta mucho a la experiencia del colaborador.
",Plan de Carrera y Capacitación,"Valoro mucho el nivel de reto y aprendizaje constante, especialmente en un sector tan complejo como el de energía. También destaco el enfoque innovador de Bia en la forma de operar en el mercado, porque realmente se siente que estamos construyendo algo diferente. Además, el equipo y el ambiente hacen que sea un lugar donde dan ganas de proponer, construir y mejorar continuamente, donde lo que es normal no es que cumplas con lo cotidiano sino que constantemente te retes y te sumes al momento que vive la compañía",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,UX,Concierge,0 a 3 meses,9,10,10,"""Un 10. Juan es un referente total porque no solo gestiona tareas, sino que potencia a las personas. Para alguien que, como yo, busca entender siempre el fondo de los problemas, tener a un líder que motiva desde la empatía y te da las herramientas para desarrollarte es clave. Realmente hace que el equipo quiera dar su mejor versión.""","Bia es el lugar ideal para alguien que no busca solo un trabajo, sino un espacio donde ser un verdadero problem solver. Recomendaría la empresa sin dudarlo a perfiles que, como yo, disfrutan de entender a fondo al usuario y que ven en los desafíos diarios la mejor oportunidad para crecer y aportar valor real.",Plan de Carrera y Capacitación,"Lo que más valoro de Bia es que es un entorno de aprendizaje continuo. Como problem solver, me apasiona que cada reto sea una oportunidad para crecer y aprender algo nuevo. Me encanta estar en un lugar donde puedo aplicar mi enfoque User-centric mientras evoluciono profesionalmente todo el tiempo",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,UX,Concierge,0 a 3 meses,10,10,10,Lo recomiendo completamente por la manera en que explica los procesos y nos hace querer aprender algo nuevo cada día,"Quizá teniendo más acompañamiento con ellos, debido a que la tecnología nos ayuda pero nosotros somos el puente",Cultura y Liderazgo,"Lo que más valoro es la cultura de innovación aplicada. A diferencia de otras empresas, aquí no solo tenemos herramientas de IA, sino que se nos incentiva a usarlas (como Gemini y Notebook) para ser más eficientes. Valoro que se premie la agilidad y que tengamos la libertad de proponer mejoras reales en los procesos de servicio al cliente",Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,UX,Concierge,0 a 3 meses,10,10,10,"""Mi líder de equipo es un pilar fundamental para mi motivación y desarrollo. Desde la etapa de capacitación ha estado presente apoyándonos y formándonos, siempre con confianza en nuestras capacidades. Es una persona muy humana, y eso hace una gran diferencia en el día a día del equipo.","A nivel personal, siento que mi experiencia mejoraría con más días de trabajo en casa, ya que me concentro mejor, optimizo mi tiempo y logro mayor rendimiento en mis labores",Bienestar y Balance,"Lo que más valoro de trabajar en Bia es el trabajo en equipo, la calidez humana de las personas y la oportunidad de crear e innovar.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,UX,Concierge,4 meses a 6 meses,8,7,5,"Mi calificación de 5 se basa en una dualidad: por un lado, mi líder posee un conocimiento profundo del producto y una red de contactos interna invaluable para agilizar procesos. Sin embargo, la alta carga operativa actual ha desplazado un poco su rol como mentor. La falta de cumplimiento en las retroalimentaciones semanales estipuladas y la dificultad para realizar un análisis profundo sobre la nivelación de cargas y eficiencia del equipo creo que ha limitado un poco nuestro desarrollo. Considero que su potencial estratégico está siendo absorbido por tareas muy operativas, lo que impacta la guía que el equipo pueda necesitar","Para mejorar la experiencia del colaborador, considero fundamental trabajar en tres cosas:

1. Dimensionamiento de Capacidad: Realizar un análisis profundo de las cargas de trabajo actuales para definir alcances reales, evitando el estrés por sobrecarga y la frustración operativa.

2. Estandarización de Procesos: Establecer flujos de trabajo claros y documentados que reduzcan la incertidumbre en la ejecución diaria.

3. Gestión del Desempeño: Implementar un área de Calidad que brinde retroalimentación constante y constructiva. Esto no solo mejora el servicio al cliente final, sino que fortalece la seguridad y el crecimiento profesional del usuario interno.",Plan de Carrera y Capacitación,"Lo que más valoro es su visión de optimización: la capacidad de proyectar soluciones de alta calidad maximizando los recursos mediante la tecnología. Me motiva profundamente el enfoque de la empresa hacia la innovación, especialmente el reto de aprender e implementar Inteligencia Artificial para automatizar gestiones. Ser parte de una organización que impulsa el aprendizaje continuo en el sector energético y que fomenta la eficiencia constante, me inspira a crecer profesionalmente y formarme para ello. ",Crecimiento y Aprendizaje,Si.,Parcialmente.,Parcialmente.,Parcialmente.,Parcialmente.,Parcialmente.,Parcialmente.
Q1 2026,Finanzas,Contabilidad y Taxes,2 años a 3 años,9,8,10,"Mi líder es referente de información, cultura, siempre sabe como manejar las situaciones y nos reta constantemente a ser mejores, es disciplinada y siempre apoya a todo el equipo.","Estableciendo procedimientos claros para temas administrativos, jurídicos, de control interno, entre otros.",Procesos y Herramientas,"La libertad de un trabajo hibrido, poder equilibrar el trabajo en oficina y en casa, más la oportunidad de crear e innovar.",Crecimiento y Aprendizaje,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Técnicos,6 meses a 1 año,9,9,8,Es eficiente se puede mejorar cada día más ,Excelente ambiente cambiaria par cosas nada mas,Sin comentarios,Ambiente ,Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Growth,D2D,0 a 3 meses,10,10,10,Es buen lider,Todo bien ,Sin comentarios,Todo ,General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Growth,D2D,0 a 3 meses,10,10,10,"Es un líder que enseña, incentiva, motiva y acompaña ",En el momento todo va muy bien y cada ves nos motiva más ,General / Otros,El potencial de crecimiento de la empresa ,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Sales,Sales,0 a 3 meses,10,9,10,"Mi líder conoce perfectamente la cultura Bia, la estructura interna y cada uno de sus procesos.","Ofrecer planes de carrera, oportunidades de aprendizaje y movilidad interna para que las personas vean un futuro dentro de la empresa.",Plan de Carrera y Capacitación,"Lo que más valoro de trabajar en Bia es la combinación entre impacto, aprendizaje y equipo.

Por un lado, siento que el trabajo que hacemos tiene un impacto real en los clientes y en el negocio, lo que le da mucho propósito al día a día. Además, es un entorno donde constantemente estoy aprendiendo, enfrentando retos nuevos y desarrollando habilidades.",Crecimiento y Aprendizaje,Si.,Si.,Si.,Parcialmente.,Parcialmente.,Si.,Si.
Q1 2026,Tech,Desarrollo,6 meses a 1 año,10,10,10,"Mi lider maneja varios temas transversales del negocio y funciona como un puente para yo entender que es prioridad y como desarrollar en la empresa, por eso siento que me motiva y me ayuda a mi desarrollo profesional",Ya la mejoraron con el proceso de entrenamiento a los nuevos empleados,Procesos y Herramientas,La capacidad de usar herramientas de IA para el desarrollo de productos tecnologicos,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Energy,,0 a 3 meses,10,10,10,"Siento que un líder no sólo defiende la visión sino que se encarga de que las cosas pasen y esto es lo que veo en Bia; los líderes retan y confían en su equipo constantemente, dan contexto en vez de instrucciones. ",No entregando moldes sino dando libertad y acompañamiento a los colaboradores para crecer y hacer crecer la compañía,Plan de Carrera y Capacitación,"Lo mejor es el impacto real que tiene el trabajo y lo que más valoro es la autonomía y la cultura de ejecución, donde uno puede aportar y las ideas son tenidas en cuenta",Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Supply Chain,4 meses a 6 meses,10,10,9,"Siempre nos esta preguntando como vamos con nuestros objetivos diarios y metas a cumplir, nos impulsa a crear cosas nuevas para facilitar nuestro trabajo diario ",Generando espacios entre las diferentes áreas de que realizan cada una para generar conocimiento sobre nuevas áreas y generar curiosidad para aprender de las mismas,Sin comentarios,"El compañerismos, amistad que se puede crear con las personas que conviven dia a dia de las cuales siempre hay algo nuevo por aprender 
",Crecimiento y Aprendizaje,No.,Si.,Si.,Parcialmente.,Si.,Si.,Si.
Q1 2026,Finanzas,Compras y Admin,0 a 3 meses,10,10,10,siento que mi líder me motiva cada día para mejorar y siempre me da un apoyo constante en lo que necesito lo que me lleva a desarrollar la gestión mucho más rápido,Siento que la experiencia se podría mejorar con más capacitaciones de IA,Plan de Carrera y Capacitación,Valoro el aprendizaje constante,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Finanzas,Contabilidad y Taxes,Más de 3 años,9,10,9,"Tiene un gran conocimiento en el sector y tiene claros los objetivos de la compañía, lo que permite guiar al equipo hacia ellos.",Diversificar las actividades culturales,Bienestar y Balance,"El trabajo en equipo, ser siempre escuchada, que el trabajo es valorado y reconocido, el ambiente de mi equipo y el apoyo con las demás áreas.",Equipo y Cultura,Si.,Si.,Si.,Parcialmente.,Parcialmente.,Si.,Si.
Q1 2026,Finanzas,Contabilidad y Taxes,1 año a 2 años,8,9,9,"Mi lider es directo, comunicación clara",Ninguna,Sin comentarios,Ambiente laboral,Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Parcialmente.,Si.,Si.
Q1 2026,New Business,,Más de 3 años,3,7,10,Es una persona que entiende el negocio desde lo técnico hasta lo financiero a la perfección,"Brindando un apoyo real a las personas que deben reforzar en algún área desde people incentivando talleres, cursos o diplomados",Sin comentarios,La busqueda constante de mejoras y aplicación de automatizaciones,Autonomía e Innovación,Parcialmente.,Parcialmente.,Si.,No.,Si.,Si.,Si.
Q1 2026,Finanzas,Contabilidad y Taxes,1 año a 2 años,8,8,8,No me tiene en cuenta para algunas cosas,Siendo claros indicándoles realmente la carga laboral. ,Bienestar y Balance,"Las personas, mis compañeros de trabajo y la compañía reconoce el trabajo duro que tiene las areas.",Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Customer Success,1 año a 2 años,6,7,10,Santiago es un crack,Mas beneficios no salariales,Beneficios y Salario,La cultura ,Equipo y Cultura,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Sales,Sales,0 a 3 meses,9,8,9,Buena líder que está siempre pendiente de generarnos valor ,"Beneficios extrasalariales, más iniciativas por parte de people ",Beneficios y Salario,Ambiente dinámico que propulsa el crecimiento de los profesionales que ahi trabajamos.,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Finanzas,Contabilidad y Taxes,0 a 3 meses,8,8,6,*,*,Sin comentarios,*,Sin comentarios,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Tech,QA,0 a 3 meses,10,9,10,"Es una persona comprensiva, siempre dispuesta a ayudar, es muy amable y respetuoso","Ciertas cosas ppodrían ser mejores, por ejemplo, he estado en sitios donde todo tipo de café, chocolate, etc es gratis, pero en BIA lo cobran y para aquellos que no tomamos tinto debemos ir por agua. Principalmente eso se me ocurre en el momento.",Infraestructura y Oficina,"Las personas y su cultura, siempre dispuestas a ayudar y apoyarse entre si con el fin de ir tras un mismo objetivo.",Equipo y Cultura,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Técnicos,2 años a 3 años,10,10,10,Se enfoca en que cada actividad sea ejecutada.,.o,Sin comentarios,Una compañía que brinda aprendizaje y crecimiento,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Tech,Desarrollo,6 meses a 1 año,9,8,9,"Elegí 9 porque considero que mi líder es un referente fuerte en gestión, motivación y desarrollo del equipo. Destaco especialmente su capacidad para guiar, generar claridad en los objetivos y fomentar un ambiente de trabajo colaborativo.

Dejo el espacio del 10 como una oportunidad de seguir fortaleciendo algunos aspectos en la comunicación o alineación, pero en general tengo una percepción muy positiva de su liderazgo.","Elegí 8 porque considero que Bia es una empresa con un propósito claro, un enfoque innovador y un gran potencial de crecimiento, lo que la hace atractiva para personas interesadas en tecnología, sostenibilidad y producto.

Sin embargo, también creo que es importante que exista un buen fit en términos de ritmo de trabajo, procesos y claridad organizacional. Por eso, aunque la recomendaría, considero que aún hay oportunidades de mejora que podrían fortalecer aún más la experiencia dentro de la empresa.",Plan de Carrera y Capacitación,"Lo que más valoro de trabajar en Bia es la combinación entre impacto real y tecnología. Me motiva poder trabajar en un producto que no solo resuelve problemas, sino que también transforma la manera en que las personas entienden y gestionan su consumo de energía.

También valoro mucho la autonomía y la confianza dentro del equipo, que permiten proponer, experimentar y tomar ownership de las decisiones. Además, el enfoque en innovación y el uso de inteligencia artificial hacen que el trabajo sea retador y esté en constante evolución.",Equipo y Cultura,Si.,Si.,Si.,Parcialmente.,Parcialmente.,Si.,Si.
Q1 2026,Operaciones,Customer Success,1 año a 2 años,9,9,10,"El líder de Success motiva todos los días a aprender, a retarse y dar lo mejor de sí. Es una guía personal y profesional ",Ajuste salarial para cargos operativos ,Beneficios y Salario,La flexibilidad en el horario y la autonomía en las tareas y responsabilidades,Autonomía e Innovación,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Customer Success,1 año a 2 años,10,9,8,Siento que solo falta un poco mas de claridad en la comunicación de los objetivos ,"reconocimientos salariales , capacitaciones ",Plan de Carrera y Capacitación,las personas y el crecimiento,Crecimiento y Aprendizaje,Parcialmente.,Parcialmente.,Parcialmente.,Si.,Si.,Parcialmente.,Si.
Q1 2026,"AI, Automation & Data",AI & Automation,Más de 3 años,10,10,10,"Me ha dado el espacio y la confianza para liderar toda la transformación de AI en Bia, y además lo impulsa activamente conectándolo con la visión de tech y negocio.",-,Sin comentarios,"La comunidad, el aprendizaje, y los proyectos increíbles",Crecimiento y Aprendizaje,Si.,Si.,Si.,Parcialmente.,Si.,Si.,Si.
Q1 2026,Sales,Sales,6 meses a 1 año,10,8,9,"Mi líder demuestra una gran capacidad para delegar y confiar en el criterio del equipo. Me motiva sentir que tengo autonomía en mis tareas, y su gestión se basa en objetivos claros más que en el micro-management, lo cual facilita mucho mi desarrollo profesional","Recomendaría Bia sin dudarlo porque es un lugar donde el talento realmente se valora y el propósito de la empresa es claro. Para alguien que busque un entorno dinámico, innovador y con impacto real, creo que es el mejor lugar para desarrollarse profesionalmente hoy en día",Sin comentarios,"Lo que más valoro es la calidad humana y el espíritu de colaboración del equipo. Es gratificante trabajar en un entorno donde existe apoyo mutuo y donde todos estamos alineados hacia los mismos objetivos, lo que facilita superar cualquier reto técnico o operativo",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Parcialmente.,Si.
Q1 2026,Producto,Design,2 años a 3 años,10,9,10,"Guille es un gran líder, con un ánimo inigualable, siempre dispuesto a hacer y ayudar. ",,Sin comentarios,"El crecimiento, la gente y lo grande que estamos construyendo ????",Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Parcialmente.,Si.,Si.
Q1 2026,Sales,Sales,0 a 3 meses,9,9,10,"Es una persona integral, considero que siempre tiene algo positivo por decir o una oportunidad de mejora de buena manera.","Creo que teniendo un plan carrera definido, o oportunidades que pudiesen abrirse, y la claridad de las políticas comisionales pues para un comercial es una gran parte del proceso saber cuánto podría ganar.",Plan de Carrera y Capacitación,"Mi tiempo en casa, es una de las cosas fundamentales en mi elección de BIA, adicional a eso tambi´én la confianza e independencia comercial, en gestión  y procesos.",Autonomía e Innovación,Parcialmente.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Ingeniería,1 año a 2 años,10,10,10,La motivación que genera el apoyo para siempre crecer ,Motivando a que siempre aprendemos algo diferente ,Plan de Carrera y Capacitación,El siempre aprender y poder seguir creciendo como persona y laboralmente ,Crecimiento y Aprendizaje,Si.,Si.,Si.,Si.,Si.,Si.,Si.
Q1 2026,Operaciones,Técnicos,6 meses a 1 año,10,10,9,ya que es claro con sus objetivos ,no hay nada que mejorar ,Sin comentarios,su compromiso y su atención al cliente ,General / Otros,Si.,Si.,Si.,Si.,Si.,Si.,Si.
